,m_poor_1_33,g01_edu_1,g01_atten_1,g01_cm_1,g01_nutri_1,g01_elec_1,g01_toilet_1,g01_water_1,g01_house_1,g01_fuel_1,g01_asset_1,round,level,area,dem,SourceSheet,sector,StateName,head_age_cat,edu_group,head_gender,hhsize_cat,own_house,agri_land
1744,0,0.090956278,0,0,0.219131738,0,0.166256636,0.003857926,0.141980797,0.073990785,0.050646905,5,State,urban/rural,Education,statesector,0,Delhi,NA,No education / Preschool,NA,NA,NA,NA
1745,1,1,0,0,1,0,0.871674657,0,0.871674657,0,0.871674657,5,State,urban/rural,Education,statesector,0,Delhi,NA,No education / Preschool,NA,NA,NA,NA
1746,0,0.106149636,0.033197209,0,0.204168096,0,0.549866438,0,0.115225576,0,0.033928167,5,State,urban/rural,Education,statesector,0,Delhi,NA,Primary,NA,NA,NA,NA
1747,1,0.793905556,0.546715677,0,0.237103075,0.210632339,0.762896895,0,0.422275662,0.340621263,0.762896895,5,State,urban/rural,Education,statesector,0,Delhi,NA,Primary,NA,NA,NA,NA
1748,0,0,0.00085289,0.018327111,0.145529822,0,0.086175062,0.029981466,0.072749697,0.010728035,0.015218623,5,State,urban/rural,Education,statesector,0,Delhi,NA,Secondary,NA,NA,NA,NA
1749,1,0,0,1,1,0,1,0,0,0,0,5,State,urban/rural,Education,statesector,0,Delhi,NA,Secondary,NA,NA,NA,NA
1750,0,0,0,0.003450606,0.137226999,0,0.11709889,0,0.034171887,0,0,5,State,urban/rural,Education,statesector,0,Delhi,NA,Higher,NA,NA,NA,NA
1751,0,0,0,0,0,0,0,0,0,0,0,5,State,urban/rural,Education,statesector,0,Delhi,NA,NA,NA,NA,NA,NA
1752,0,0.15430969,0.018798361,0.011030362,0.163909748,0.000722799,0.305218071,0.033449024,0.077175878,0.010794054,0.089858964,5,State,urban/rural,Education,statesector,1,Delhi,NA,No education / Preschool,NA,NA,NA,NA
1753,1,0.770988226,0.334979236,0.140194938,0.645342886,0.013882984,0.697911918,0.080311291,0.327955604,0.164159298,0.349227607,5,State,urban/rural,Education,statesector,1,Delhi,NA,No education / Preschool,NA,NA,NA,NA
1754,0,0.143090963,0.015027467,0.009951425,0.175611839,0,0.27226761,0.018368296,0.071513817,0.008158294,0.079999089,5,State,urban/rural,Education,statesector,1,Delhi,NA,Primary,NA,NA,NA,NA
1755,1,0.846819639,0.258157581,0.112109281,0.702868521,0.036908302,0.676924646,0.067381501,0.326395601,0.038812965,0.343654245,5,State,urban/rural,Education,statesector,1,Delhi,NA,Primary,NA,NA,NA,NA
1756,0,0,0.010256975,0.007488976,0.164147303,0.001270297,0.196530908,0.015176197,0.056470282,0.003904315,0.050499231,5,State,urban/rural,Education,statesector,1,Delhi,NA,Secondary,NA,NA,NA,NA
1757,1,0,0.528932452,0.37341556,0.907154858,0,0.505244374,0.143680155,0.194117874,0.055720128,0.255733073,5,State,urban/rural,Education,statesector,1,Delhi,NA,Secondary,NA,NA,NA,NA
1758,0,0,0.003595591,0.00314893,0.090777434,0.000793063,0.059211511,0.002697282,0.027897924,0.00056195,0.019714212,5,State,urban/rural,Education,statesector,1,Delhi,NA,Higher,NA,NA,NA,NA
1759,1,0,0.705198705,0,1,0,0.555232167,0,0.294801265,0,0.294801265,5,State,urban/rural,Education,statesector,1,Delhi,NA,Higher,NA,NA,NA,NA
1760,0,0.123649567,0,0,0.063460596,0,0.458272308,0,0,0,0,5,State,urban/rural,Education,statesector,1,Delhi,NA,NA,NA,NA,NA,NA
1761,0,0.119730145,0.013416069,0,0.169498131,0,0.14466849,0.034088079,0.196109191,0.047522277,0.022954233,5,State,urban/rural,Education,statesector,0,Goa,NA,No education / Preschool,NA,NA,NA,NA
1762,1,1,0,0,0.171770811,0,0.828229189,0,0.619494915,0.828229189,0.651813447,5,State,urban/rural,Education,statesector,0,Goa,NA,No education / Preschool,NA,NA,NA,NA
1763,0,0.186834678,0,0,0.172990128,0,0.154368117,0.04043261,0.117843494,0.065643668,0.026857654,5,State,urban/rural,Education,statesector,0,Goa,NA,Primary,NA,NA,NA,NA
1764,1,0.64587146,0.110797524,0.085903212,0.91177386,0,0.437278867,0.119646028,0.442354739,0.645567656,0.110797524,5,State,urban/rural,Education,statesector,0,Goa,NA,Primary,NA,NA,NA,NA
1765,0,0,0,0,0.154305235,0,0.141793698,0.023214327,0.081491128,0.041122105,0.023731895,5,State,urban/rural,Education,statesector,0,Goa,NA,Secondary,NA,NA,NA,NA
1766,1,0,0,0,1,0,1,0.21765554,0.21765554,1,0.564688921,5,State,urban/rural,Education,statesector,0,Goa,NA,Secondary,NA,NA,NA,NA
1767,0,0,0.015296446,0,0.217734367,0,0.04179791,0,0.094233692,0,0,5,State,urban/rural,Education,statesector,0,Goa,NA,Higher,NA,NA,NA,NA
1768,1,0,1,0,1,0,0,0,0,0,0,5,State,urban/rural,Education,statesector,0,Goa,NA,Higher,NA,NA,NA,NA
1769,0,0,0,0,0,0,0,0,0,0,0,5,State,urban/rural,Education,statesector,0,Goa,NA,NA,NA,NA,NA,NA
1770,0,0.056299631,0.010911261,0,0.209634289,0,0.151718959,0,0.121301852,0.011554349,0.03288161,5,State,urban/rural,Education,statesector,1,Goa,NA,No education / Preschool,NA,NA,NA,NA
1771,1,0.453624457,0,0,1,0,0.546375573,0,0.546375573,0,0.546375573,5,State,urban/rural,Education,statesector,1,Goa,NA,No education / Preschool,NA,NA,NA,NA
1772,0,0.11514771,0.00790752,0,0.133602202,0,0.191943839,0.012115465,0.109297894,0.005506209,0.028960198,5,State,urban/rural,Education,statesector,1,Goa,NA,Primary,NA,NA,NA,NA
1773,1,0.389145017,0,0.610854983,0.610854983,0,1,0,0,0.389145017,0.389145017,5,State,urban/rural,Education,statesector,1,Goa,NA,Primary,NA,NA,NA,NA
1774,0,0,0,0.004304569,0.160696968,0,0.100125737,0.015041602,0.079982124,0.001562562,0.01715116,5,State,urban/rural,Education,statesector,1,Goa,NA,Secondary,NA,NA,NA,NA
1775,1,0,0,0,1,0,1,0,1,0.431802988,0.568197012,5,State,urban/rural,Education,statesector,1,Goa,NA,Secondary,NA,NA,NA,NA
1776,0,0,0.009502412,0.003689529,0.128468066,0,0.025914617,0.005015031,0.055488862,0.003494344,0.007107704,5,State,urban/rural,Education,statesector,1,Goa,NA,Higher,NA,NA,NA,NA
1777,0,0,0,0,0,0,0.787534595,0,0.787534595,0,0,5,State,urban/rural,Education,statesector,1,Goa,NA,NA,NA,NA,NA,NA
1778,0,0.196872458,0.018448327,0.005192787,0.262650043,0.023331789,0.343038559,0.055010878,0.310301632,0.571605265,0.188482404,5,State,urban/rural,Education,statesector,0,Gujarat,NA,No education / Preschool,NA,NA,NA,NA
1779,1,0.647848845,0.164861351,0.04607334,0.501388311,0.18389979,0.779511213,0.148651376,0.753897727,0.927052975,0.651849389,5,State,urban/rural,Education,statesector,0,Gujarat,NA,No education / Preschool,NA,NA,NA,NA
1780,0,0.181034684,0.015565953,0.005220777,0.285366267,0.012806358,0.255526185,0.053921442,0.255935639,0.482562065,0.110154159,5,State,urban/rural,Education,statesector,0,Gujarat,NA,Primary,NA,NA,NA,NA
1781,1,0.529720902,0.14479363,0.065180324,0.642972887,0.126812488,0.732044995,0.155622244,0.730712116,0.906227767,0.487419069,5,State,urban/rural,Education,statesector,0,Gujarat,NA,Primary,NA,NA,NA,NA
1782,0,0,0.012757599,0.007140755,0.295294374,0.01197182,0.238577828,0.046234153,0.225444242,0.362284243,0.094430365,5,State,urban/rural,Education,statesector,0,Gujarat,NA,Secondary,NA,NA,NA,NA
1783,1,0,0.177915916,0.099019222,0.917198598,0.111247756,0.781785786,0.199971318,0.771478534,0.905837119,0.408417612,5,State,urban/rural,Education,statesector,0,Gujarat,NA,Secondary,NA,NA,NA,NA
1784,0,0,0.006955803,0.002347805,0.25016433,0.000631117,0.125058755,0.054794434,0.144839838,0.168907523,0.039187193,5,State,urban/rural,Education,statesector,0,Gujarat,NA,Higher,NA,NA,NA,NA
1785,1,0,0.048771482,0.18967393,0.985134006,0.100857928,0.696890771,0.211149231,0.744185627,0.79992044,0.345232606,5,State,urban/rural,Education,statesector,0,Gujarat,NA,Higher,NA,NA,NA,NA
1786,0,0.051079769,0,0,0.265439868,0,0.22296235,0.039632075,0.37560153,0.30736059,0.165618822,5,State,urban/rural,Education,statesector,0,Gujarat,NA,NA,NA,NA,NA,NA
1787,1,0,0,0.354095578,0.645904422,0.286789507,0.713210464,0.354095578,0.640885115,1,0.359114915,5,State,urban/rural,Education,statesector,0,Gujarat,NA,NA,NA,NA,NA,NA
1788,0,0.222410247,0.023232909,0.005852603,0.241957694,0.00837605,0.147200242,0.012543269,0.080692597,0.101175345,0.145731911,5,State,urban/rural,Education,statesector,1,Gujarat,NA,No education / Preschool,NA,NA,NA,NA
1789,1,0.71921587,0.296380252,0.052564554,0.632327437,0.117242806,0.593451619,0.033674415,0.4076294,0.582223296,0.432653397,5,State,urban/rural,Education,statesector,1,Gujarat,NA,No education / Preschool,NA,NA,NA,NA
1790,0,0.164980233,0.022519717,0.003844817,0.208563283,0.003050221,0.111083679,0.017738543,0.05783112,0.04675049,0.072470412,5,State,urban/rural,Education,statesector,1,Gujarat,NA,Primary,NA,NA,NA,NA
1791,1,0.741237044,0.269023657,0.081161626,0.75573349,0.06725882,0.523565829,0.097158574,0.294411749,0.356969297,0.275530964,5,State,urban/rural,Education,statesector,1,Gujarat,NA,Primary,NA,NA,NA,NA
1792,0,0,0.009017302,0.005082563,0.226815,0.003287347,0.112894066,0.008291354,0.049831066,0.023671685,0.041276701,5,State,urban/rural,Education,statesector,1,Gujarat,NA,Secondary,NA,NA,NA,NA
1793,1,0,0.514112115,0.289785326,0.937344074,0.034828641,0.384007394,0.034315661,0.321302444,0.331371695,0.159131482,5,State,urban/rural,Education,statesector,1,Gujarat,NA,Secondary,NA,NA,NA,NA
1794,0,0,0.004961084,0.001586882,0.124296367,0.004960129,0.030340292,0.010843347,0.01840611,0.001938937,0.011601065,5,State,urban/rural,Education,statesector,1,Gujarat,NA,Higher,NA,NA,NA,NA
1795,1,0,0.342528999,0.565843344,1,0,0.091627665,0,0.091627665,0.091627665,0,5,State,urban/rural,Education,statesector,1,Gujarat,NA,Higher,NA,NA,NA,NA
1796,0,0,0.283075184,0,0.35292986,0,0.376106322,0,0.118100367,0.125235856,0,5,State,urban/rural,Education,statesector,1,Gujarat,NA,NA,NA,NA,NA,NA
1797,1,1,0,0,1,0,0,0,0,1,0,5,State,urban/rural,Education,statesector,1,Gujarat,NA,NA,NA,NA,NA,NA
1798,0,0.121211685,0.018884923,0.010619774,0.212512568,0.002584598,0.139338911,0.091851078,0.311493695,0.641513944,0.086937271,5,State,urban/rural,Education,statesector,0,Haryana,NA,No education / Preschool,NA,NA,NA,NA
1799,1,0.666493535,0.245523348,0.111874841,0.53163904,0.044806615,0.542728364,0.198146954,0.708619475,0.844051242,0.432145894,5,State,urban/rural,Education,statesector,0,Haryana,NA,No education / Preschool,NA,NA,NA,NA
1800,0,0.120922022,0.012538876,0.00549738,0.237014577,0.00425773,0.158246458,0.068527333,0.320512205,0.597150266,0.061129004,5,State,urban/rural,Education,statesector,0,Haryana,NA,Primary,NA,NA,NA,NA
1801,1,0.668396056,0.215645581,0.126497805,0.649479926,0.030540252,0.554244697,0.199094564,0.677277505,0.828235865,0.291703224,5,State,urban/rural,Education,statesector,0,Haryana,NA,Primary,NA,NA,NA,NA
1802,0,0,0.014790353,0.010068058,0.188134804,0.003305326,0.133399069,0.069315776,0.243101493,0.502965569,0.041944303,5,State,urban/rural,Education,statesector,0,Haryana,NA,Secondary,NA,NA,NA,NA
1803,1,0,0.270422429,0.18320711,0.924877465,0.009445535,0.607711017,0.224926293,0.736226261,0.906342149,0.249427155,5,State,urban/rural,Education,statesector,0,Haryana,NA,Secondary,NA,NA,NA,NA
1804,0,0,0.00878961,0.001228222,0.166315719,0.00773761,0.124493271,0.060926236,0.146891683,0.346790254,0.022995733,5,State,urban/rural,Education,statesector,0,Haryana,NA,Higher,NA,NA,NA,NA
1805,1,0,0.299713045,0.143255904,0.949338913,0,0.622761726,0.229776561,0.564796746,0.936109543,0.155916214,5,State,urban/rural,Education,statesector,0,Haryana,NA,Higher,NA,NA,NA,NA
1806,0,0.051538527,0,0,0.150409639,0,0.332008332,0,0.23322311,0.527907133,0.119478725,5,State,urban/rural,Education,statesector,0,Haryana,NA,NA,NA,NA,NA,NA
1807,1,1,0.411849141,0,0,0,0,0,0.588150859,0.588150859,0.588150859,5,State,urban/rural,Education,statesector,0,Haryana,NA,NA,NA,NA,NA,NA
1808,0,0.150544748,0.023459241,0.012495431,0.213382944,0.00273612,0.204826489,0.030062344,0.158607796,0.164655998,0.093269385,5,State,urban/rural,Education,statesector,1,Haryana,NA,No education / Preschool,NA,NA,NA,NA
1809,1,0.781071484,0.302611649,0.12052796,0.556313157,0.04322109,0.563135982,0.104966111,0.443504304,0.535388172,0.384249508,5,State,urban/rural,Education,statesector,1,Haryana,NA,No education / Preschool,NA,NA,NA,NA
1810,0,0.172129646,0.019845212,0.00326762,0.177636564,0.002782184,0.201318622,0.02189002,0.113856934,0.12350224,0.056426149,5,State,urban/rural,Education,statesector,1,Haryana,NA,Primary,NA,NA,NA,NA
1811,1,0.842863679,0.287780643,0.079488933,0.699087322,0,0.527558267,0.084797978,0.45570457,0.31490317,0.259296834,5,State,urban/rural,Education,statesector,1,Haryana,NA,Primary,NA,NA,NA,NA
1812,0,0,0.013432341,0.005764819,0.146390766,0.000242968,0.164836183,0.015414463,0.102426693,0.069898583,0.050861895,5,State,urban/rural,Education,statesector,1,Haryana,NA,Secondary,NA,NA,NA,NA
1813,1,0,0.55871892,0.316366911,0.950342894,0.057237417,0.601830125,0.028318698,0.556548178,0.412934542,0.298556805,5,State,urban/rural,Education,statesector,1,Haryana,NA,Secondary,NA,NA,NA,NA
1814,0,0,0.011541189,0.002577454,0.080041476,0.000697661,0.054309458,0.005203131,0.046723291,0.009962413,0.014089409,5,State,urban/rural,Education,statesector,1,Haryana,NA,Higher,NA,NA,NA,NA
1815,1,0,1,0,1,0,0,0,0.364539683,0,0.364539683,5,State,urban/rural,Education,statesector,1,Haryana,NA,Higher,NA,NA,NA,NA
1816,0,0.102275118,0,0,0.121880278,0,0.27752915,0,0,0,0.102275118,5,State,urban/rural,Education,statesector,1,Haryana,NA,NA,NA,NA,NA,NA
1817,0,0.1771148,0.005139812,0.004373142,0.183247909,0.006912846,0.168030024,0.048087131,0.31858024,0.665544569,0.108010024,5,State,urban/rural,Education,statesector,0,Himachal Pradesh,NA,No education / Preschool,NA,NA,NA,NA
1818,1,0.768162668,0.032915451,0.039218154,0.316905081,0.061899237,0.606642663,0.15293768,0.808432758,0.88154912,0.719973981,5,State,urban/rural,Education,statesector,0,Himachal Pradesh,NA,No education / Preschool,NA,NA,NA,NA
1819,0,0.198378906,0.001460408,0.006740623,0.175499275,0.002441193,0.168056339,0.050868835,0.281916082,0.632006347,0.076814443,5,State,urban/rural,Education,statesector,0,Himachal Pradesh,NA,Primary,NA,NA,NA,NA
1820,1,0.720175862,0.060375728,0.067043535,0.460895568,0.025499012,0.640037537,0.184542418,0.775133431,0.861060381,0.456813961,5,State,urban/rural,Education,statesector,0,Himachal Pradesh,NA,Primary,NA,NA,NA,NA
1821,0,0,0.001250028,0.003493558,0.155214459,0.00191876,0.178162813,0.044441137,0.212982893,0.512497485,0.045047726,5,State,urban/rural,Education,statesector,0,Himachal Pradesh,NA,Secondary,NA,NA,NA,NA
1822,1,0,0.081308424,0.162242562,0.937300742,0.011768093,0.759532869,0.199881077,0.767109096,0.911271989,0.247435406,5,State,urban/rural,Education,statesector,0,Himachal Pradesh,NA,Secondary,NA,NA,NA,NA
1823,0,0,0,0.004440827,0.08497484,0.002967082,0.090698019,0.030147338,0.087397754,0.161185205,0.064070307,5,State,urban/rural,Education,statesector,0,Himachal Pradesh,NA,Higher,NA,NA,NA,NA
1824,1,0,0,0.031321838,1,0,0.968678176,0,1,0.031321838,0.968678176,5,State,urban/rural,Education,statesector,0,Himachal Pradesh,NA,Higher,NA,NA,NA,NA
1825,0,0,0,0,0.158800885,0,0.319363594,0.246251732,0.398334354,0.484252661,0.068523794,5,State,urban/rural,Education,statesector,0,Himachal Pradesh,NA,NA,NA,NA,NA,NA
1826,1,1,0,0,0,0,1,0,1,1,1,5,State,urban/rural,Education,statesector,0,Himachal Pradesh,NA,NA,NA,NA,NA,NA
1827,0,0.163688883,0.024768729,0.012062588,0.120727777,0.030963415,0.264652312,0.046783693,0.10266792,0.134894982,0.126072928,5,State,urban/rural,Education,statesector,1,Himachal Pradesh,NA,No education / Preschool,NA,NA,NA,NA
1828,1,0.764100313,0.35305354,0.068652421,0.618312001,0.420113891,0.897657037,0.391479433,0.792405128,0.890999973,0.571359456,5,State,urban/rural,Education,statesector,1,Himachal Pradesh,NA,No education / Preschool,NA,NA,NA,NA
1829,0,0.140580624,0.01041992,0.011566774,0.173508376,0,0.336974561,0.041090727,0.102176562,0.104784787,0.094997615,5,State,urban/rural,Education,statesector,1,Himachal Pradesh,NA,Primary,NA,NA,NA,NA
1830,1,1,0.166375205,0,0.405553102,0.164924189,0.676678479,0,0.164924189,0.429522693,0.686820388,5,State,urban/rural,Education,statesector,1,Himachal Pradesh,NA,Primary,NA,NA,NA,NA
1831,0,0,0,0,0.095812611,0,0.150734171,0.02507236,0.037503488,0.029507907,0.070879377,5,State,urban/rural,Education,statesector,1,Himachal Pradesh,NA,Secondary,NA,NA,NA,NA
1832,1,0,0,0.175752595,0.82424742,0,1,0,0.175752595,0.82424742,1,5,State,urban/rural,Education,statesector,1,Himachal Pradesh,NA,Secondary,NA,NA,NA,NA
1833,0,0,0,0,0.072913088,0.003021623,0.072099365,0.011704287,0.044502888,0.006467006,0.065866806,5,State,urban/rural,Education,statesector,1,Himachal Pradesh,NA,Higher,NA,NA,NA,NA
1834,0,0.06699495,0.014774841,0.00483578,0.104094468,0.010712299,0.322239369,0.121306024,0.346385002,0.469322771,0.115058236,5,State,urban/rural,Education,statesector,0,Jammu & Kashmir,NA,No education / Preschool,NA,NA,NA,NA
1835,1,0.656808674,0.207675233,0.033401392,0.419771671,0.052241143,0.812854588,0.366639465,0.845710874,0.8456707,0.436185658,5,State,urban/rural,Education,statesector,0,Jammu & Kashmir,NA,No education / Preschool,NA,NA,NA,NA
1836,0,0.083633512,0.007997653,0.008346919,0.110559657,0.018851111,0.290930063,0.119630121,0.339751482,0.42705521,0.115579471,5,State,urban/rural,Education,statesector,0,Jammu & Kashmir,NA,Primary,NA,NA,NA,NA
1837,1,0.673335314,0.149635613,0.034043498,0.617766321,0.023250481,0.712957382,0.399358988,0.869954467,0.806632161,0.341419637,5,State,urban/rural,Education,statesector,0,Jammu & Kashmir,NA,Primary,NA,NA,NA,NA
1838,0,0,0.011498767,0.004538715,0.119652763,0.005551081,0.215148106,0.10530632,0.233655989,0.340916485,0.071484357,5,State,urban/rural,Education,statesector,0,Jammu & Kashmir,NA,Secondary,NA,NA,NA,NA
1839,1,0,0.239721447,0.055460908,0.792469978,0.015557243,0.774659097,0.432493836,0.838678241,0.894364119,0.347913176,5,State,urban/rural,Education,statesector,0,Jammu & Kashmir,NA,Secondary,NA,NA,NA,NA
1840,0,0,0.014022218,0.004394561,0.13569425,0.004369095,0.120634839,0.070590019,0.1347754,0.17940408,0.016770616,5,State,urban/rural,Education,statesector,0,Jammu & Kashmir,NA,Higher,NA,NA,NA,NA
1841,1,0,0.419792682,0.057046775,0.832353294,0.01047289,0.652781665,0.322837561,0.752975702,0.921725333,0.226043627,5,State,urban/rural,Education,statesector,0,Jammu & Kashmir,NA,Higher,NA,NA,NA,NA
1842,0,0,0,0,0,0,0,0.706172347,0.706172347,0.706172347,0,5,State,urban/rural,Education,statesector,0,Jammu & Kashmir,NA,NA,NA,NA,NA,NA
1843,0,0.107994795,0.011557488,0.00397815,0.104632139,0.001387209,0.163263649,0.017517354,0.167725742,0.075447455,0.028431643,5,State,urban/rural,Education,statesector,1,Jammu & Kashmir,NA,No education / Preschool,NA,NA,NA,NA
1844,1,0.779313624,0.342962116,0.079772346,0.545773387,0,0.576209724,0.108593583,0.586436808,0.341927826,0.29634425,5,State,urban/rural,Education,statesector,1,Jammu & Kashmir,NA,No education / Preschool,NA,NA,NA,NA
1845,0,0.102017954,0.027821554,0,0.107325271,0,0.201072708,0.017550208,0.117265202,0.065179259,0.020034323,5,State,urban/rural,Education,statesector,1,Jammu & Kashmir,NA,Primary,NA,NA,NA,NA
1846,1,1,0.031399056,0.138448894,0.456587553,0,0.482102454,0.456703693,0.512013376,0.055309702,0.029910933,5,State,urban/rural,Education,statesector,1,Jammu & Kashmir,NA,Primary,NA,NA,NA,NA
1847,0,0,0.010735492,0.002671787,0.097396478,0,0.14263697,0.0145008,0.076165028,0.028133437,0.016667172,5,State,urban/rural,Education,statesector,1,Jammu & Kashmir,NA,Secondary,NA,NA,NA,NA
1848,1,0,0.461727291,0.08112409,0.918875933,0,0.538272679,0.212238327,0.653363347,0.491358608,0,5,State,urban/rural,Education,statesector,1,Jammu & Kashmir,NA,Secondary,NA,NA,NA,NA
1849,0,0,0.006742685,0.003162805,0.114632137,0.000709583,0.093057297,0.015633859,0.039522074,0.007731801,0.005583759,5,State,urban/rural,Education,statesector,1,Jammu & Kashmir,NA,Higher,NA,NA,NA,NA
1850,1,0,0,0,1,0,1,0,0,1,1,5,State,urban/rural,Education,statesector,1,Jammu & Kashmir,NA,Higher,NA,NA,NA,NA
1851,0,0.149531469,0.015397225,0.006413233,0.192758739,0.045800649,0.406521291,0.159381732,0.665929437,0.807014108,0.149953753,5,State,urban/rural,Education,statesector,0,Jharkhand,NA,No education / Preschool,NA,NA,NA,NA
1852,1,0.700064182,0.190920249,0.04774341,0.532303035,0.167781442,0.709157348,0.297979146,0.911272466,0.955769479,0.47284615,5,State,urban/rural,Education,statesector,0,Jharkhand,NA,No education / Preschool,NA,NA,NA,NA
1853,0,0.159901455,0.019544369,0.006234617,0.229290172,0.035074413,0.355643034,0.145197719,0.605270386,0.737627983,0.082212046,5,State,urban/rural,Education,statesector,0,Jharkhand,NA,Primary,NA,NA,NA,NA
1854,1,0.677962065,0.16346623,0.06549941,0.617993772,0.129983127,0.703345358,0.3076047,0.876325309,0.932144284,0.374958664,5,State,urban/rural,Education,statesector,0,Jharkhand,NA,Primary,NA,NA,NA,NA
1855,0,0,0.013901435,0.006497934,0.229158223,0.033222895,0.386664867,0.155764922,0.558364272,0.690971494,0.093141563,5,State,urban/rural,Education,statesector,0,Jharkhand,NA,Secondary,NA,NA,NA,NA
1856,1,0,0.172156319,0.094011255,0.909505546,0.109661989,0.766016364,0.370048583,0.892348289,0.953340828,0.280425489,5,State,urban/rural,Education,statesector,0,Jharkhand,NA,Secondary,NA,NA,NA,NA
1857,0,0,0.003284942,0.003817966,0.236599728,0.015076339,0.282123804,0.114097439,0.312222838,0.420491993,0.046835799,5,State,urban/rural,Education,statesector,0,Jharkhand,NA,Higher,NA,NA,NA,NA
1858,1,0,0.150010183,0.09659829,0.909987926,0.069906838,0.792165577,0.308760017,0.831228316,0.928400576,0.236009091,5,State,urban/rural,Education,statesector,0,Jharkhand,NA,Higher,NA,NA,NA,NA
1859,0,0.24428165,0,0,0.191913918,0,0.357428968,0.179208905,0.595799804,0.673826098,0,5,State,urban/rural,Education,statesector,0,Jharkhand,NA,NA,NA,NA,NA,NA
1860,1,1,0.463739365,0,0.536492586,0.536260664,0.528203726,0.528203726,1,0.528203726,0.463507444,5,State,urban/rural,Education,statesector,0,Jharkhand,NA,NA,NA,NA,NA,NA
1861,0,0.203882933,0.012379914,0.006352286,0.167301461,0.004714485,0.27724582,0.127769887,0.26557976,0.488933325,0.112356782,5,State,urban/rural,Education,statesector,1,Jharkhand,NA,No education / Preschool,NA,NA,NA,NA
1862,1,0.739225447,0.184710443,0.054572809,0.564590871,0.094145969,0.645874202,0.185044289,0.633955717,0.834249914,0.534233272,5,State,urban/rural,Education,statesector,1,Jharkhand,NA,No education / Preschool,NA,NA,NA,NA
1863,0,0.169907808,0.010652063,0.013567015,0.224628821,0.002925972,0.25103575,0.088961437,0.149774075,0.39375937,0.096079037,5,State,urban/rural,Education,statesector,1,Jharkhand,NA,Primary,NA,NA,NA,NA
1864,1,0.661500335,0.161065131,0.030214639,0.635701954,0.077975877,0.804169536,0.334060609,0.496076226,0.716122091,0.310037255,5,State,urban/rural,Education,statesector,1,Jharkhand,NA,Primary,NA,NA,NA,NA
1865,0,0,0.015574285,0.003962737,0.199525252,0.003811589,0.223338366,0.071744613,0.133548349,0.232659474,0.052408747,5,State,urban/rural,Education,statesector,1,Jharkhand,NA,Secondary,NA,NA,NA,NA
1866,1,0,0.27700302,0.127664775,0.8854931,0.08175613,0.713048935,0.361291885,0.628265917,0.775080562,0.24316068,5,State,urban/rural,Education,statesector,1,Jharkhand,NA,Secondary,NA,NA,NA,NA
1867,0,0,0.006553646,0.007084854,0.136511341,0.003736737,0.121839277,0.029450607,0.049641039,0.035020381,0.015221647,5,State,urban/rural,Education,statesector,1,Jharkhand,NA,Higher,NA,NA,NA,NA
1868,1,0,0.488449335,0.20859994,0.511550665,0,0.791400075,0.363644451,0.555928111,0.747022629,0.235471934,5,State,urban/rural,Education,statesector,1,Jharkhand,NA,Higher,NA,NA,NA,NA
1869,0,0.104456775,0,0,0.122066043,0,0.297305405,0.060479946,0.094957411,0.203043088,0.104456775,5,State,urban/rural,Education,statesector,1,Jharkhand,NA,NA,NA,NA,NA,NA
1870,1,0,0,0,1,0,1,1,0,1,0,5,State,urban/rural,Education,statesector,1,Jharkhand,NA,NA,NA,NA,NA,NA
1871,0,0.184629679,0.010214918,0.005030087,0.219840989,0.007271501,0.308360726,0.072138563,0.439217269,0.285391569,0.123082899,5,State,urban/rural,Education,statesector,0,Karnataka,NA,No education / Preschool,NA,NA,NA,NA
1872,1,0.710598826,0.098764069,0.04374649,0.481556863,0.073933847,0.779053867,0.134009257,0.768834472,0.75332427,0.553287685,5,State,urban/rural,Education,statesector,0,Karnataka,NA,No education / Preschool,NA,NA,NA,NA
1873,0,0.138697639,0.004470984,0.003406355,0.22601752,0.004889739,0.235863566,0.08021839,0.402766049,0.266398162,0.074916884,5,State,urban/rural,Education,statesector,0,Karnataka,NA,Primary,NA,NA,NA,NA
1874,1,0.611793697,0.099355705,0.060909182,0.614597857,0.071904391,0.710367084,0.154259339,0.763869822,0.71208477,0.422137022,5,State,urban/rural,Education,statesector,0,Karnataka,NA,Primary,NA,NA,NA,NA
1875,0,0,0.006608247,0.005674836,0.20998545,0.007443152,0.228301018,0.079285778,0.382212996,0.196789771,0.060213063,5,State,urban/rural,Education,statesector,0,Karnataka,NA,Secondary,NA,NA,NA,NA
1876,1,0,0.124808274,0.120934479,0.960419714,0.041676354,0.80343765,0.210268244,0.810600221,0.695504308,0.331501454,5,State,urban/rural,Education,statesector,0,Karnataka,NA,Secondary,NA,NA,NA,NA
1877,0,0,0.003738495,0.001682944,0.187498555,0.002486071,0.152087614,0.073950917,0.272206247,0.102664009,0.021074237,5,State,urban/rural,Education,statesector,0,Karnataka,NA,Higher,NA,NA,NA,NA
1878,1,0,0.101637162,0.111207098,0.890982568,0.010091829,0.820716739,0.161515057,0.831295133,0.86748147,0.244955465,5,State,urban/rural,Education,statesector,0,Karnataka,NA,Higher,NA,NA,NA,NA
1879,0,0,0,0,0.507122993,0,0.193531349,0.156653628,0.387496889,0.529423237,0.05162251,5,State,urban/rural,Education,statesector,0,Karnataka,NA,NA,NA,NA,NA,NA
1880,1,0,0,0,1,0,1,0,1,0.587985933,0.412014067,5,State,urban/rural,Education,statesector,0,Karnataka,NA,NA,NA,NA,NA,NA
