,m_poor_1_33,wi_cat1,wi_cat2,wi_cat3,wi_cat4,wi_cat5,round,level,area,dem,SourceSheet,sector,StateName,head_age_cat,edu_group,head_gender,hhsize_cat,own_house,agri_land
493,1,0.89852792,0.091465466,0.006537427,0.001800531,0.001668636,5,State,urban/rural,Age,statesector,0,Odisha,65+,NA,NA,NA,NA,NA
494,1,NA,NA,NA,NA,NA,5,State,urban/rural,Age,statesector,0,Odisha,NA,NA,NA,NA,NA,NA
495,1,0.76310122,0.17997691,0.027345205,0.011177347,0.018399289,5,State,urban/rural,Age,statesector,1,Odisha,15 to 29,NA,NA,NA,NA,NA
496,1,0.663414717,0.184035599,0.089463517,0.053086009,0.010000191,5,State,urban/rural,Age,statesector,1,Odisha,30 to 45,NA,NA,NA,NA,NA
497,1,0.7992118,0.183013484,0.013649568,0.004125149,0,5,State,urban/rural,Age,statesector,1,Odisha,46 to 64,NA,NA,NA,NA,NA
498,1,0.820539892,0.117778547,0,0.061681569,0,5,State,urban/rural,Age,statesector,1,Odisha,65+,NA,NA,NA,NA,NA
499,1,0,1,0,0,0,5,State,urban/rural,Age,statesector,0,Puducherry,15 to 29,NA,NA,NA,NA,NA
500,1,1,0,0,0,0,5,State,urban/rural,Age,statesector,0,Puducherry,30 to 45,NA,NA,NA,NA,NA
501,1,0.731616199,0.268383801,0,0,0,5,State,urban/rural,Age,statesector,0,Puducherry,46 to 64,NA,NA,NA,NA,NA
502,1,0.892624855,0.10737516,0,0,0,5,State,urban/rural,Age,statesector,0,Puducherry,65+,NA,NA,NA,NA,NA
503,1,0.365973771,0.362360775,0,0.271665454,0,5,State,urban/rural,Age,statesector,1,Puducherry,15 to 29,NA,NA,NA,NA,NA
504,1,0.336283296,0.055251233,0.05570738,0.51997602,0.032782078,5,State,urban/rural,Age,statesector,1,Puducherry,30 to 45,NA,NA,NA,NA,NA
505,1,0.675855935,0.136218429,0.01445889,0.099244535,0.074222237,5,State,urban/rural,Age,statesector,1,Puducherry,46 to 64,NA,NA,NA,NA,NA
506,1,0.489478916,0.439230472,0.02427193,0.036604144,0.010414559,5,State,urban/rural,Age,statesector,1,Puducherry,65+,NA,NA,NA,NA,NA
507,1,0.136232346,0.419102222,0.234443292,0.177204937,0.033017192,5,State,urban/rural,Age,statesector,0,Punjab,15 to 29,NA,NA,NA,NA,NA
508,1,0.21554178,0.320141524,0.251157969,0.171527728,0.041631021,5,State,urban/rural,Age,statesector,0,Punjab,30 to 45,NA,NA,NA,NA,NA
509,1,0.174612939,0.331564158,0.213272393,0.226100326,0.054450177,5,State,urban/rural,Age,statesector,0,Punjab,46 to 64,NA,NA,NA,NA,NA
510,1,0.319901615,0.383364439,0.147686318,0.07463406,0.07441359,5,State,urban/rural,Age,statesector,0,Punjab,65+,NA,NA,NA,NA,NA
511,1,0.211866736,0.321551114,0.19483909,0.223468095,0.04827499,5,State,urban/rural,Age,statesector,1,Punjab,15 to 29,NA,NA,NA,NA,NA
512,1,0.131319165,0.171583876,0.367241681,0.184630305,0.145224959,5,State,urban/rural,Age,statesector,1,Punjab,30 to 45,NA,NA,NA,NA,NA
513,1,0.181868881,0.14457652,0.219035536,0.19224143,0.262277633,5,State,urban/rural,Age,statesector,1,Punjab,46 to 64,NA,NA,NA,NA,NA
514,1,0.152333304,0.30584836,0.118033759,0.105053902,0.318730682,5,State,urban/rural,Age,statesector,1,Punjab,65+,NA,NA,NA,NA,NA
515,1,0.492446631,0.371518433,0.105184399,0.025919465,0.004931051,5,State,urban/rural,Age,statesector,0,Rajasthan,15 to 29,NA,NA,NA,NA,NA
516,1,0.522400379,0.339728594,0.108248658,0.023663688,0.005958704,5,State,urban/rural,Age,statesector,0,Rajasthan,30 to 45,NA,NA,NA,NA,NA
517,1,0.517799854,0.316994697,0.122795776,0.035993498,0.006416189,5,State,urban/rural,Age,statesector,0,Rajasthan,46 to 64,NA,NA,NA,NA,NA
518,1,0.547496974,0.307876706,0.092408277,0.041690439,0.010527626,5,State,urban/rural,Age,statesector,0,Rajasthan,65+,NA,NA,NA,NA,NA
519,1,NA,NA,NA,NA,NA,5,State,urban/rural,Age,statesector,0,Rajasthan,NA,NA,NA,NA,NA,NA
520,1,0.146581009,0.451373547,0.102694407,0.212528899,0.086822145,5,State,urban/rural,Age,statesector,1,Rajasthan,15 to 29,NA,NA,NA,NA,NA
521,1,0.158317804,0.291852981,0.259449482,0.1897486,0.100631155,5,State,urban/rural,Age,statesector,1,Rajasthan,30 to 45,NA,NA,NA,NA,NA
522,1,0.147674546,0.229001299,0.212549776,0.253697842,0.157076538,5,State,urban/rural,Age,statesector,1,Rajasthan,46 to 64,NA,NA,NA,NA,NA
523,1,0.299828351,0.357727349,0.226155534,0.09312705,0.023161707,5,State,urban/rural,Age,statesector,1,Rajasthan,65+,NA,NA,NA,NA,NA
524,1,0.433993936,0.480166316,0.085839733,0,0,5,State,urban/rural,Age,statesector,0,Sikkim,15 to 29,NA,NA,NA,NA,NA
525,1,0.324230403,0.560335696,0.091738559,0.023695368,0,5,State,urban/rural,Age,statesector,0,Sikkim,30 to 45,NA,NA,NA,NA,NA
526,1,0.318173796,0.551146388,0.114298403,0.016381418,0,5,State,urban/rural,Age,statesector,0,Sikkim,46 to 64,NA,NA,NA,NA,NA
527,1,0.464697987,0.393945426,0.141356587,0,0,5,State,urban/rural,Age,statesector,0,Sikkim,65+,NA,NA,NA,NA,NA
528,1,0,1,0,0,0,5,State,urban/rural,Age,statesector,1,Sikkim,15 to 29,NA,NA,NA,NA,NA
529,1,0.139871567,0.860128462,0,0,0,5,State,urban/rural,Age,statesector,1,Sikkim,30 to 45,NA,NA,NA,NA,NA
530,1,0,0,0,1,0,5,State,urban/rural,Age,statesector,1,Sikkim,65+,NA,NA,NA,NA,NA
531,1,0.395423442,0.381321132,0.200422958,0.02283244,0,5,State,urban/rural,Age,statesector,0,Tamil Nadu,15 to 29,NA,NA,NA,NA,NA
532,1,0.46417892,0.351026505,0.150703758,0.034090798,0,5,State,urban/rural,Age,statesector,0,Tamil Nadu,30 to 45,NA,NA,NA,NA,NA
533,1,0.623326778,0.294801056,0.059229907,0.01731552,0.005326766,5,State,urban/rural,Age,statesector,0,Tamil Nadu,46 to 64,NA,NA,NA,NA,NA
534,1,0.793680429,0.194647744,0.009555635,0.002116202,0,5,State,urban/rural,Age,statesector,0,Tamil Nadu,65+,NA,NA,NA,NA,NA
535,1,0.189682811,0.386843771,0.220198348,0.203275084,0,5,State,urban/rural,Age,statesector,1,Tamil Nadu,15 to 29,NA,NA,NA,NA,NA
536,1,0.172676444,0.331073135,0.171961337,0.283015966,0.04127311,5,State,urban/rural,Age,statesector,1,Tamil Nadu,30 to 45,NA,NA,NA,NA,NA
537,1,0.687877536,0.189837769,0.090498254,0.026402969,0.005383471,5,State,urban/rural,Age,statesector,1,Tamil Nadu,46 to 64,NA,NA,NA,NA,NA
538,1,0.805306792,0.093582824,0.015968701,0.050390918,0.034750789,5,State,urban/rural,Age,statesector,1,Tamil Nadu,65+,NA,NA,NA,NA,NA
539,1,0.464574575,0.308192223,0.196514562,0.030718669,0,5,State,urban/rural,Age,statesector,0,Telangana,15 to 29,NA,NA,NA,NA,NA
540,1,0.398788244,0.360892028,0.198783427,0.037697438,0.003838848,5,State,urban/rural,Age,statesector,0,Telangana,30 to 45,NA,NA,NA,NA,NA
541,1,0.527641714,0.295347482,0.146341488,0.027283926,0.003385401,5,State,urban/rural,Age,statesector,0,Telangana,46 to 64,NA,NA,NA,NA,NA
542,1,0.739570141,0.203702226,0.043217324,0.011455583,0.002054753,5,State,urban/rural,Age,statesector,0,Telangana,65+,NA,NA,NA,NA,NA
543,1,NA,NA,NA,NA,NA,5,State,urban/rural,Age,statesector,0,Telangana,NA,NA,NA,NA,NA,NA
544,1,0.153856426,0.248974264,0.431547195,0.114914283,0.050707851,5,State,urban/rural,Age,statesector,1,Telangana,15 to 29,NA,NA,NA,NA,NA
545,1,0.1842985,0.369260162,0.26957038,0.150214553,0.026656413,5,State,urban/rural,Age,statesector,1,Telangana,30 to 45,NA,NA,NA,NA,NA
546,1,0.437574893,0.28443259,0.100312985,0.114336878,0.063342661,5,State,urban/rural,Age,statesector,1,Telangana,46 to 64,NA,NA,NA,NA,NA
547,1,0.61496073,0.165602893,0.024588075,0.073003002,0.121845298,5,State,urban/rural,Age,statesector,1,Telangana,65+,NA,NA,NA,NA,NA
548,1,NA,NA,NA,NA,NA,5,State,urban/rural,Age,statesector,1,Telangana,NA,NA,NA,NA,NA,NA
549,1,0.794329524,0.185888574,0.019781914,0,0,5,State,urban/rural,Age,statesector,0,Tripura,15 to 29,NA,NA,NA,NA,NA
550,1,0.84333235,0.150481477,0.006186195,0,0,5,State,urban/rural,Age,statesector,0,Tripura,30 to 45,NA,NA,NA,NA,NA
551,1,0.855997264,0.134079143,0.009923595,0,0,5,State,urban/rural,Age,statesector,0,Tripura,46 to 64,NA,NA,NA,NA,NA
552,1,0.894005835,0.105994157,0,0,0,5,State,urban/rural,Age,statesector,0,Tripura,65+,NA,NA,NA,NA,NA
553,1,NA,NA,NA,NA,NA,5,State,urban/rural,Age,statesector,0,Tripura,NA,NA,NA,NA,NA,NA
554,1,0.584541082,0.291220427,0.124238506,0,0,5,State,urban/rural,Age,statesector,1,Tripura,15 to 29,NA,NA,NA,NA,NA
555,1,0.423312157,0.576687813,0,0,0,5,State,urban/rural,Age,statesector,1,Tripura,30 to 45,NA,NA,NA,NA,NA
556,1,0.570003331,0.38667056,0.043326147,0,0,5,State,urban/rural,Age,statesector,1,Tripura,46 to 64,NA,NA,NA,NA,NA
557,1,0.797146916,0.202853084,0,0,0,5,State,urban/rural,Age,statesector,1,Tripura,65+,NA,NA,NA,NA,NA
558,1,NA,NA,NA,NA,NA,5,State,urban/rural,Age,statesector,1,Tripura,NA,NA,NA,NA,NA,NA
559,1,0.602836311,0.28779617,0.086422801,0.017598251,0.005346446,5,State,urban/rural,Age,statesector,0,Uttar Pradesh,15 to 29,NA,NA,NA,NA,NA
560,1,0.690145016,0.229405984,0.061689373,0.014771066,0.003988562,5,State,urban/rural,Age,statesector,0,Uttar Pradesh,30 to 45,NA,NA,NA,NA,NA
561,1,0.633781016,0.249282017,0.079983331,0.028583467,0.008370152,5,State,urban/rural,Age,statesector,0,Uttar Pradesh,46 to 64,NA,NA,NA,NA,NA
562,1,0.711671948,0.210756913,0.052073311,0.020509472,0.004988336,5,State,urban/rural,Age,statesector,0,Uttar Pradesh,65+,NA,NA,NA,NA,NA
563,1,NA,NA,NA,NA,NA,5,State,urban/rural,Age,statesector,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA
564,1,0.254523277,0.231625676,0.151920915,0.288477927,0.073452167,5,State,urban/rural,Age,statesector,1,Uttar Pradesh,15 to 29,NA,NA,NA,NA,NA
565,1,0.217331752,0.21318607,0.270750791,0.210304514,0.088426895,5,State,urban/rural,Age,statesector,1,Uttar Pradesh,30 to 45,NA,NA,NA,NA,NA
566,1,0.26129508,0.209450439,0.228969932,0.179723352,0.120561182,5,State,urban/rural,Age,statesector,1,Uttar Pradesh,46 to 64,NA,NA,NA,NA,NA
567,1,0.423773646,0.22237581,0.127133951,0.124895707,0.101820864,5,State,urban/rural,Age,statesector,1,Uttar Pradesh,65+,NA,NA,NA,NA,NA
568,1,NA,NA,NA,NA,NA,5,State,urban/rural,Age,statesector,1,Uttar Pradesh,NA,NA,NA,NA,NA,NA
569,1,0.31385231,0.316757411,0.246238723,0.070561245,0.052590284,5,State,urban/rural,Age,statesector,0,Uttarakhand,15 to 29,NA,NA,NA,NA,NA
570,1,0.352104574,0.393852502,0.138329476,0.11571344,0,5,State,urban/rural,Age,statesector,0,Uttarakhand,30 to 45,NA,NA,NA,NA,NA
571,1,0.415610224,0.434041083,0.116625167,0.013074172,0.020649377,5,State,urban/rural,Age,statesector,0,Uttarakhand,46 to 64,NA,NA,NA,NA,NA
572,1,0.532928348,0.368940145,0.048470285,0.033039749,0.016621476,5,State,urban/rural,Age,statesector,0,Uttarakhand,65+,NA,NA,NA,NA,NA
573,1,NA,NA,NA,NA,NA,5,State,urban/rural,Age,statesector,0,Uttarakhand,NA,NA,NA,NA,NA,NA
574,1,0.112255462,0.286061436,0.440053076,0.16163002,0,5,State,urban/rural,Age,statesector,1,Uttarakhand,15 to 29,NA,NA,NA,NA,NA
575,1,0.176289782,0.145681649,0.230124444,0.374101877,0.07380224,5,State,urban/rural,Age,statesector,1,Uttarakhand,30 to 45,NA,NA,NA,NA,NA
576,1,0.27183336,0.127064675,0.408988655,0.125464916,0.066648401,5,State,urban/rural,Age,statesector,1,Uttarakhand,46 to 64,NA,NA,NA,NA,NA
577,1,0.36560452,0.023599215,0.299034685,0.272542745,0.039218839,5,State,urban/rural,Age,statesector,1,Uttarakhand,65+,NA,NA,NA,NA,NA
578,1,0.82296294,0.167960316,0.009076767,0,0,5,State,urban/rural,Age,statesector,0,West Bengal,15 to 29,NA,NA,NA,NA,NA
579,1,0.855938077,0.133096144,0.010160124,0.000805671,0,5,State,urban/rural,Age,statesector,0,West Bengal,30 to 45,NA,NA,NA,NA,NA
580,1,0.871630847,0.11232879,0.016040361,0,0,5,State,urban/rural,Age,statesector,0,West Bengal,46 to 64,NA,NA,NA,NA,NA
581,1,0.88496846,0.107701905,0.007329658,0,0,5,State,urban/rural,Age,statesector,0,West Bengal,65+,NA,NA,NA,NA,NA
582,1,NA,NA,NA,NA,NA,5,State,urban/rural,Age,statesector,0,West Bengal,NA,NA,NA,NA,NA,NA
583,1,0.459881723,0.304250449,0.211053431,0.024814403,0,5,State,urban/rural,Age,statesector,1,West Bengal,15 to 29,NA,NA,NA,NA,NA
584,1,0.431943119,0.363799453,0.189414904,0.01484251,0,5,State,urban/rural,Age,statesector,1,West Bengal,30 to 45,NA,NA,NA,NA,NA
585,1,0.580293238,0.252566099,0.098311141,0.044388093,0.024441391,5,State,urban/rural,Age,statesector,1,West Bengal,46 to 64,NA,NA,NA,NA,NA
586,1,0.712845385,0.261815518,0,0.025339095,0,5,State,urban/rural,Age,statesector,1,West Bengal,65+,NA,NA,NA,NA,NA
587,1,0.746362388,0.183312535,0.04803009,0.017718585,0.004576421,5,National,All,Education,allindia,99,India,NA,No education / Preschool,NA,NA,NA,NA
588,1,0.662418485,0.230679438,0.072234072,0.027501002,0.007166993,5,National,All,Education,allindia,99,India,NA,Primary,NA,NA,NA,NA
589,1,0.574982643,0.290787488,0.080769546,0.038664769,0.014795563,5,National,All,Education,allindia,99,India,NA,Secondary,NA,NA,NA,NA
590,1,0.400393784,0.326975316,0.133635625,0.07450626,0.064489029,5,National,All,Education,allindia,99,India,NA,Higher,NA,NA,NA,NA
591,1,0.71557498,0.152681604,0.081043869,0.050699532,0,5,National,All,Education,allindia,99,India,NA,NA,NA,NA,NA,NA
592,1,0.776812136,0.175852165,0.036936916,0.008970846,0.001427914,5,National,urban/rural,Education,indiasector,0,India,NA,No education / Preschool,NA,NA,NA,NA
593,1,0.700753033,0.227065459,0.054243434,0.015477491,0.002460609,5,National,urban/rural,Education,indiasector,0,India,NA,Primary,NA,NA,NA,NA
594,1,0.606393814,0.294199616,0.070393562,0.023700474,0.005312514,5,National,urban/rural,Education,indiasector,0,India,NA,Secondary,NA,NA,NA,NA
595,1,0.43311128,0.348073304,0.134203121,0.057158299,0.027453983,5,National,urban/rural,Education,indiasector,0,India,NA,Higher,NA,NA,NA,NA
596,1,0.76537931,0.132081464,0.044886954,0.057652283,0,5,National,urban/rural,Education,indiasector,0,India,NA,NA,NA,NA,NA,NA
597,1,0.460826486,0.253270417,0.152053773,0.099748485,0.034100827,5,National,urban/rural,Education,indiasector,1,India,NA,No education / Preschool,NA,NA,NA,NA
598,1,0.363215387,0.258886755,0.212652028,0.121345229,0.043900594,5,National,urban/rural,Education,indiasector,1,India,NA,Primary,NA,NA,NA,NA
599,1,0.254217684,0.255943269,0.186727121,0.191477284,0.111634657,5,National,urban/rural,Education,indiasector,1,India,NA,Secondary,NA,NA,NA,NA
600,1,0.134568989,0.15555726,0.129024833,0.215455785,0.365393132,5,National,urban/rural,Education,indiasector,1,India,NA,Higher,NA,NA,NA,NA
601,1,0.352401614,0.30289796,0.344700426,0,0,5,National,urban/rural,Education,indiasector,1,India,NA,NA,NA,NA,NA,NA
602,1,0.801753998,0.198246017,0,0,0,5,State,All,Education,state,99,Andaman & Nicobar Islands,NA,No education / Preschool,NA,NA,NA,NA
603,1,0.664731801,0.209380522,0.071358986,0.054528698,0,5,State,All,Education,state,99,Andaman & Nicobar Islands,NA,Primary,NA,NA,NA,NA
604,1,0.840936899,0.122522734,0.036540367,0,0,5,State,All,Education,state,99,Andaman & Nicobar Islands,NA,Secondary,NA,NA,NA,NA
605,1,0.53060627,0.330414593,0.102104783,0.035227984,0.001646372,5,State,All,Education,state,99,Andhra Pradesh,NA,No education / Preschool,NA,NA,NA,NA
606,1,0.364221126,0.348662823,0.186658964,0.095552973,0.004904116,5,State,All,Education,state,99,Andhra Pradesh,NA,Primary,NA,NA,NA,NA
607,1,0.434611917,0.38114956,0.074104927,0.110133588,0,5,State,All,Education,state,99,Andhra Pradesh,NA,Secondary,NA,NA,NA,NA
608,1,0.297035933,0.157720163,0.222300947,0.103788331,0.219154626,5,State,All,Education,state,99,Andhra Pradesh,NA,Higher,NA,NA,NA,NA
609,1,0.770899177,0.180275351,0.03667203,0.011907859,0.000245584,5,State,All,Education,state,99,Arunachal Pradesh,NA,No education / Preschool,NA,NA,NA,NA
610,1,0.690519989,0.250848025,0.04653671,0.007414326,0.004680963,5,State,All,Education,state,99,Arunachal Pradesh,NA,Primary,NA,NA,NA,NA
611,1,0.555613756,0.384810001,0.031373892,0.02820239,0,5,State,All,Education,state,99,Arunachal Pradesh,NA,Secondary,NA,NA,NA,NA
612,1,0.316949755,0.371844172,0.075625613,0.118513063,0.117067412,5,State,All,Education,state,99,Arunachal Pradesh,NA,Higher,NA,NA,NA,NA
613,1,0,1,0,0,0,5,State,All,Education,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
614,1,0.860424817,0.125719935,0.013290311,0.000564945,0,5,State,All,Education,state,99,Assam,NA,No education / Preschool,NA,NA,NA,NA
615,1,0.782746971,0.193330064,0.023013063,0.00090992,0,5,State,All,Education,state,99,Assam,NA,Primary,NA,NA,NA,NA
616,1,0.662444293,0.30378142,0.023645904,0.006082811,0.00404557,5,State,All,Education,state,99,Assam,NA,Secondary,NA,NA,NA,NA
617,1,0.528334975,0.375437498,0.096227519,0,0,5,State,All,Education,state,99,Assam,NA,Higher,NA,NA,NA,NA
618,1,0.835240304,0.138443753,0.021261377,0.004826758,0.000227818,5,State,All,Education,state,99,Bihar,NA,No education / Preschool,NA,NA,NA,NA
619,1,0.749876738,0.208017245,0.0349258,0.007180202,0,5,State,All,Education,state,99,Bihar,NA,Primary,NA,NA,NA,NA
620,1,0.678442657,0.256833613,0.046403412,0.0170605,0.001259818,5,State,All,Education,state,99,Bihar,NA,Secondary,NA,NA,NA,NA
621,1,0.525773048,0.301755369,0.141886547,0.026350947,0.00423408,5,State,All,Education,state,99,Bihar,NA,Higher,NA,NA,NA,NA
622,1,1,0,0,0,0,5,State,All,Education,state,99,Bihar,NA,NA,NA,NA,NA,NA
623,1,0.100719638,0.403450608,0.101291709,0.306123227,0.088414796,5,State,All,Education,state,99,Chandigarh,NA,No education / Preschool,NA,NA,NA,NA
624,1,0.369970083,0.184985042,0,0.282659292,0.162385553,5,State,All,Education,state,99,Chandigarh,NA,Primary,NA,NA,NA,NA
625,1,0,0.248639986,0.079339072,0.236229509,0.435791433,5,State,All,Education,state,99,Chandigarh,NA,Secondary,NA,NA,NA,NA
626,1,0.855496347,0.108665809,0.024000248,0.010991763,0.000845809,5,State,All,Education,state,99,Chhattisgarh,NA,No education / Preschool,NA,NA,NA,NA
627,1,0.733340383,0.195166275,0.050931353,0.015086014,0.005475991,5,State,All,Education,state,99,Chhattisgarh,NA,Primary,NA,NA,NA,NA
628,1,0.650065124,0.250334144,0.071402155,0.025754083,0.002444506,5,State,All,Education,state,99,Chhattisgarh,NA,Secondary,NA,NA,NA,NA
629,1,0.353360772,0.24565427,0.257054716,0.059634212,0.084296018,5,State,All,Education,state,99,Chhattisgarh,NA,Higher,NA,NA,NA,NA
630,1,0.47482875,0.52517128,0,0,0,5,State,All,Education,state,99,Chhattisgarh,NA,NA,NA,NA,NA,NA
631,1,0.619001508,0.295464605,0.050499722,0.03503418,0,5,State,All,Education,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,No education / Preschool,NA,NA,NA,NA
632,1,0.394505203,0.392279416,0.155334294,0.050986692,0.00689441,5,State,All,Education,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,Primary,NA,NA,NA,NA
633,1,0.411170751,0.336162418,0.191604793,0.026534831,0.034527231,5,State,All,Education,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,Secondary,NA,NA,NA,NA
634,1,0,0,1,0,0,5,State,All,Education,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,Higher,NA,NA,NA,NA
635,1,0.084042311,0.311509222,0.236122102,0.253860593,0.114465766,5,State,All,Education,state,99,Delhi,NA,No education / Preschool,NA,NA,NA,NA
636,1,0.105466284,0.153522059,0.433876842,0.124895446,0.182239354,5,State,All,Education,state,99,Delhi,NA,Primary,NA,NA,NA,NA
637,1,0.033781484,0.233380929,0.250749439,0.242548436,0.239539698,5,State,All,Education,state,99,Delhi,NA,Secondary,NA,NA,NA,NA
638,1,0,0.555232167,0,0,0.444767833,5,State,All,Education,state,99,Delhi,NA,Higher,NA,NA,NA,NA
639,1,0.499914199,0.135303646,0.127327904,0.237454265,0,5,State,All,Education,state,99,Goa,NA,No education / Preschool,NA,NA,NA,NA
640,1,0.172290012,0.255538791,0.28075406,0.291417122,0,5,State,All,Education,state,99,Goa,NA,Primary,NA,NA,NA,NA
641,1,0,0.70768255,0.29231745,0,0,5,State,All,Education,state,99,Goa,NA,Secondary,NA,NA,NA,NA
642,1,0,0,0,0,1,5,State,All,Education,state,99,Goa,NA,Higher,NA,NA,NA,NA
643,1,0.686709285,0.227413908,0.062345665,0.019597532,0.003933611,5,State,All,Education,state,99,Gujarat,NA,No education / Preschool,NA,NA,NA,NA
644,1,0.534252167,0.297048002,0.102467112,0.053446449,0.012786302,5,State,All,Education,state,99,Gujarat,NA,Primary,NA,NA,NA,NA
645,1,0.496273488,0.341540456,0.08271677,0.048442855,0.031026442,5,State,All,Education,state,99,Gujarat,NA,Secondary,NA,NA,NA,NA
646,1,0.361998171,0.235458553,0.053002007,0.09742035,0.252120912,5,State,All,Education,state,99,Gujarat,NA,Higher,NA,NA,NA,NA
647,1,0.440688014,0,0.559311986,0,0,5,State,All,Education,state,99,Gujarat,NA,NA,NA,NA,NA,NA
648,1,0.258123606,0.378189564,0.207989782,0.118036114,0.037660941,5,State,All,Education,state,99,Haryana,NA,No education / Preschool,NA,NA,NA,NA
649,1,0.146648169,0.340602934,0.286223799,0.183599219,0.042925868,5,State,All,Education,state,99,Haryana,NA,Primary,NA,NA,NA,NA
650,1,0.139741689,0.288155884,0.299254954,0.162976056,0.109871425,5,State,All,Education,state,99,Haryana,NA,Secondary,NA,NA,NA,NA
651,1,0,0.355545759,0.304112345,0.161119118,0.179222763,5,State,All,Education,state,99,Haryana,NA,Higher,NA,NA,NA,NA
652,1,NA,NA,NA,NA,NA,5,State,All,Education,state,99,Haryana,NA,NA,NA,NA,NA,NA
653,1,0.555288017,0.349369228,0.060928211,0.026205184,0.008209364,5,State,All,Education,state,99,Himachal Pradesh,NA,No education / Preschool,NA,NA,NA,NA
654,1,0.348476857,0.477305114,0.118159235,0.051466353,0.004592441,5,State,All,Education,state,99,Himachal Pradesh,NA,Primary,NA,NA,NA,NA
655,1,0.182524174,0.515089273,0.240761667,0.048418626,0.01320624,5,State,All,Education,state,99,Himachal Pradesh,NA,Secondary,NA,NA,NA,NA
656,1,0,0.031321838,0.968678176,0,0,5,State,All,Education,state,99,Himachal Pradesh,NA,Higher,NA,NA,NA,NA
657,1,NA,NA,NA,NA,NA,5,State,All,Education,state,99,Himachal Pradesh,NA,NA,NA,NA,NA,NA
658,1,0.650156498,0.257486999,0.057648193,0.034708321,0,5,State,All,Education,state,99,Jammu & Kashmir,NA,No education / Preschool,NA,NA,NA,NA
659,1,0.541024446,0.343190223,0.071759082,0.041357283,0.002668948,5,State,All,Education,state,99,Jammu & Kashmir,NA,Primary,NA,NA,NA,NA
660,1,0.524056673,0.34347418,0.096266963,0.0322241,0.003978109,5,State,All,Education,state,99,Jammu & Kashmir,NA,Secondary,NA,NA,NA,NA
661,1,0.36750412,0.453947872,0.053946916,0.124601066,0,5,State,All,Education,state,99,Jammu & Kashmir,NA,Higher,NA,NA,NA,NA
662,1,0.875981033,0.106453694,0.01114578,0.005500045,0.000919432,5,State,All,Education,state,99,Jharkhand,NA,No education / Preschool,NA,NA,NA,NA
663,1,0.820732594,0.128608987,0.046858832,0.003799561,0,5,State,All,Education,state,99,Jharkhand,NA,Primary,NA,NA,NA,NA
664,1,0.788510978,0.171399176,0.033047773,0.006861404,0.000180663,5,State,All,Education,state,99,Jharkhand,NA,Secondary,NA,NA,NA,NA
665,1,0.582199216,0.327192008,0.037905414,0.052703407,0,5,State,All,Education,state,99,Jharkhand,NA,Higher,NA,NA,NA,NA
666,1,0.5726403,0.291583657,0.135776043,0,0,5,State,All,Education,state,99,Jharkhand,NA,NA,NA,NA,NA,NA
667,1,0.556586325,0.322757423,0.096866898,0.018911002,0.004878386,5,State,All,Education,state,99,Karnataka,NA,No education / Preschool,NA,NA,NA,NA
668,1,0.418906748,0.377281219,0.149017274,0.044767022,0.010027724,5,State,All,Education,state,99,Karnataka,NA,Primary,NA,NA,NA,NA
669,1,0.315291345,0.446514696,0.149337247,0.08090885,0.007947853,5,State,All,Education,state,99,Karnataka,NA,Secondary,NA,NA,NA,NA
670,1,0.321116179,0.151954457,0.190262377,0.319240868,0.017426118,5,State,All,Education,state,99,Karnataka,NA,Higher,NA,NA,NA,NA
671,1,0,0,1,0,0,5,State,All,Education,state,99,Karnataka,NA,NA,NA,NA,NA,NA
672,1,0.492658824,0.409116477,0.072208121,0.026016576,0,5,State,All,Education,state,99,Kerala,NA,No education / Preschool,NA,NA,NA,NA
673,1,0.44996804,0.375727713,0.156212032,0.009638012,0.008454197,5,State,All,Education,state,99,Kerala,NA,Primary,NA,NA,NA,NA
674,1,0.232688695,0.422459126,0.202414438,0.125942498,0.016495239,5,State,All,Education,state,99,Kerala,NA,Secondary,NA,NA,NA,NA
675,1,0.453376204,0.31785813,0.140560389,0.077621609,0.010583667,5,State,All,Education,state,99,Ladakh,NA,No education / Preschool,NA,NA,NA,NA
676,1,0.27391988,0.401786447,0.2124006,0.111893073,0,5,State,All,Education,state,99,Ladakh,NA,Primary,NA,NA,NA,NA
677,1,0.36335367,0.430979103,0.205667228,0,0,5,State,All,Education,state,99,Ladakh,NA,Secondary,NA,NA,NA,NA
678,1,0.5076828,0.208127812,0.108244203,0.175945178,0,5,State,All,Education,state,99,Ladakh,NA,Higher,NA,NA,NA,NA
679,1,0,0,0,1,0,5,State,All,Education,state,99,Lakshadweep,NA,No education / Preschool,NA,NA,NA,NA
680,1,0,0.520863116,0.479136914,0,0,5,State,All,Education,state,99,Lakshadweep,NA,Primary,NA,NA,NA,NA
681,1,0,0.191280901,0.525151253,0.283567846,0,5,State,All,Education,state,99,Lakshadweep,NA,Secondary,NA,NA,NA,NA
682,1,0.837030232,0.131464466,0.024232706,0.006104495,0.001168075,5,State,All,Education,state,99,Madhya Pradesh,NA,No education / Preschool,NA,NA,NA,NA
