,m_poor_1_33,m_poor_1_50,round,level,area,dem,SourceSheet,sector,StateName,head_age_cat,edu_group,head_gender,hhsize_cat,own_house,agri_land
1068,0.357537895,0.116922326,5,State,urban/rural,Education,statesector,0,Mizoram,NA,No education / Preschool,NA,NA,NA,NA
1069,0.14119418,0.03844494,5,State,urban/rural,Education,statesector,0,Mizoram,NA,Primary,NA,NA,NA,NA
1070,0.033215687,0.001857064,5,State,urban/rural,Education,statesector,0,Mizoram,NA,Secondary,NA,NA,NA,NA
1071,0.011109361,0,5,State,urban/rural,Education,statesector,0,Mizoram,NA,Higher,NA,NA,NA,NA
1072,0.048132543,0,5,State,urban/rural,Education,statesector,0,Mizoram,NA,NA,NA,NA,NA,NA
1073,0.028284587,0.00260859,5,State,urban/rural,Education,statesector,1,Mizoram,NA,No education / Preschool,NA,NA,NA,NA
1074,0.022450978,0.001597711,5,State,urban/rural,Education,statesector,1,Mizoram,NA,Primary,NA,NA,NA,NA
1075,0.004096951,0.000198389,5,State,urban/rural,Education,statesector,1,Mizoram,NA,Secondary,NA,NA,NA,NA
1076,0.000807139,0,5,State,urban/rural,Education,statesector,1,Mizoram,NA,Higher,NA,NA,NA,NA
1077,0,0,5,State,urban/rural,Education,statesector,1,Mizoram,NA,NA,NA,NA,NA,NA
1078,0.463412315,0.052141979,5,State,urban/rural,Education,statesector,0,Nagaland,NA,No education / Preschool,NA,NA,NA,NA
1079,0.361059695,0.053724017,5,State,urban/rural,Education,statesector,0,Nagaland,NA,Primary,NA,NA,NA,NA
1080,0.101422414,0.008973299,5,State,urban/rural,Education,statesector,0,Nagaland,NA,Secondary,NA,NA,NA,NA
1081,0.032773718,0.004404152,5,State,urban/rural,Education,statesector,0,Nagaland,NA,Higher,NA,NA,NA,NA
1082,0.26341179,0.26341179,5,State,urban/rural,Education,statesector,0,Nagaland,NA,NA,NA,NA,NA,NA
1083,0.240615547,0.03469136,5,State,urban/rural,Education,statesector,1,Nagaland,NA,No education / Preschool,NA,NA,NA,NA
1084,0.187551007,0.024455233,5,State,urban/rural,Education,statesector,1,Nagaland,NA,Primary,NA,NA,NA,NA
1085,0.030816469,0.000234297,5,State,urban/rural,Education,statesector,1,Nagaland,NA,Secondary,NA,NA,NA,NA
1086,0.010880882,0,5,State,urban/rural,Education,statesector,1,Nagaland,NA,Higher,NA,NA,NA,NA
1087,0,0,5,State,urban/rural,Education,statesector,1,Nagaland,NA,NA,NA,NA,NA,NA
1088,0.444818825,0.116648778,5,State,urban/rural,Education,statesector,0,Odisha,NA,No education / Preschool,NA,NA,NA,NA
1089,0.285557121,0.061233193,5,State,urban/rural,Education,statesector,0,Odisha,NA,Primary,NA,NA,NA,NA
1090,0.108376779,0.005634405,5,State,urban/rural,Education,statesector,0,Odisha,NA,Secondary,NA,NA,NA,NA
1091,0.026826831,0,5,State,urban/rural,Education,statesector,0,Odisha,NA,Higher,NA,NA,NA,NA
1092,0.25243336,0.070349939,5,State,urban/rural,Education,statesector,0,Odisha,NA,NA,NA,NA,NA,NA
1093,0.264946997,0.055662416,5,State,urban/rural,Education,statesector,1,Odisha,NA,No education / Preschool,NA,NA,NA,NA
1094,0.123632289,0.034320757,5,State,urban/rural,Education,statesector,1,Odisha,NA,Primary,NA,NA,NA,NA
1095,0.026336582,0.000481046,5,State,urban/rural,Education,statesector,1,Odisha,NA,Secondary,NA,NA,NA,NA
1096,0.001441383,0,5,State,urban/rural,Education,statesector,1,Odisha,NA,Higher,NA,NA,NA,NA
1097,0,0,5,State,urban/rural,Education,statesector,1,Odisha,NA,NA,NA,NA,NA,NA
1098,0.089722894,0.015457208,5,State,urban/rural,Education,statesector,0,Puducherry,NA,No education / Preschool,NA,NA,NA,NA
1099,0.050272372,0,5,State,urban/rural,Education,statesector,0,Puducherry,NA,Primary,NA,NA,NA,NA
1100,0.003736265,0,5,State,urban/rural,Education,statesector,0,Puducherry,NA,Secondary,NA,NA,NA,NA
1101,0,0,5,State,urban/rural,Education,statesector,0,Puducherry,NA,Higher,NA,NA,NA,NA
1102,0.054626048,0.000606579,5,State,urban/rural,Education,statesector,1,Puducherry,NA,No education / Preschool,NA,NA,NA,NA
1103,0.042378943,0,5,State,urban/rural,Education,statesector,1,Puducherry,NA,Primary,NA,NA,NA,NA
1104,0.00279642,0,5,State,urban/rural,Education,statesector,1,Puducherry,NA,Secondary,NA,NA,NA,NA
1105,0.00207467,0,5,State,urban/rural,Education,statesector,1,Puducherry,NA,Higher,NA,NA,NA,NA
1106,0,0,5,State,urban/rural,Education,statesector,1,Puducherry,NA,NA,NA,NA,NA,NA
1107,0.098490156,0.013122031,5,State,urban/rural,Education,statesector,0,Punjab,NA,No education / Preschool,NA,NA,NA,NA
1108,0.072426893,0.011709526,5,State,urban/rural,Education,statesector,0,Punjab,NA,Primary,NA,NA,NA,NA
1109,0.012550751,0,5,State,urban/rural,Education,statesector,0,Punjab,NA,Secondary,NA,NA,NA,NA
1110,0,0,5,State,urban/rural,Education,statesector,0,Punjab,NA,Higher,NA,NA,NA,NA
1111,0,0,5,State,urban/rural,Education,statesector,0,Punjab,NA,NA,NA,NA,NA,NA
1112,0.119128972,0.020631574,5,State,urban/rural,Education,statesector,1,Punjab,NA,No education / Preschool,NA,NA,NA,NA
1113,0.060311746,0.006442438,5,State,urban/rural,Education,statesector,1,Punjab,NA,Primary,NA,NA,NA,NA
1114,0.008214097,0,5,State,urban/rural,Education,statesector,1,Punjab,NA,Secondary,NA,NA,NA,NA
1115,0.001772392,0,5,State,urban/rural,Education,statesector,1,Punjab,NA,Higher,NA,NA,NA,NA
1116,0,0,5,State,urban/rural,Education,statesector,1,Punjab,NA,NA,NA,NA,NA,NA
1117,0.30555898,0.069108464,5,State,urban/rural,Education,statesector,0,Rajasthan,NA,No education / Preschool,NA,NA,NA,NA
1118,0.271288574,0.070320822,5,State,urban/rural,Education,statesector,0,Rajasthan,NA,Primary,NA,NA,NA,NA
1119,0.102658115,0.006854879,5,State,urban/rural,Education,statesector,0,Rajasthan,NA,Secondary,NA,NA,NA,NA
1120,0.072114535,0.003637496,5,State,urban/rural,Education,statesector,0,Rajasthan,NA,Higher,NA,NA,NA,NA
1121,0.196664184,0.059325688,5,State,urban/rural,Education,statesector,0,Rajasthan,NA,NA,NA,NA,NA,NA
1122,0.120230183,0.021897279,5,State,urban/rural,Education,statesector,1,Rajasthan,NA,No education / Preschool,NA,NA,NA,NA
1123,0.080802053,0.015665682,5,State,urban/rural,Education,statesector,1,Rajasthan,NA,Primary,NA,NA,NA,NA
1124,0.012226894,0.001304861,5,State,urban/rural,Education,statesector,1,Rajasthan,NA,Secondary,NA,NA,NA,NA
1125,0.002982545,0,5,State,urban/rural,Education,statesector,1,Rajasthan,NA,Higher,NA,NA,NA,NA
1126,0,0,5,State,urban/rural,Education,statesector,1,Rajasthan,NA,NA,NA,NA,NA,NA
1127,0.11903315,0.011896663,5,State,urban/rural,Education,statesector,0,Sikkim,NA,No education / Preschool,NA,NA,NA,NA
1128,0.093072295,0.013797625,5,State,urban/rural,Education,statesector,0,Sikkim,NA,Primary,NA,NA,NA,NA
1129,0.009125106,0,5,State,urban/rural,Education,statesector,0,Sikkim,NA,Secondary,NA,NA,NA,NA
1130,0.003945408,0,5,State,urban/rural,Education,statesector,0,Sikkim,NA,Higher,NA,NA,NA,NA
1131,0,0,5,State,urban/rural,Education,statesector,0,Sikkim,NA,NA,NA,NA,NA,NA
1132,0.00875085,0,5,State,urban/rural,Education,statesector,1,Sikkim,NA,No education / Preschool,NA,NA,NA,NA
1133,0.020947453,0.001189491,5,State,urban/rural,Education,statesector,1,Sikkim,NA,Primary,NA,NA,NA,NA
1134,0,0,5,State,urban/rural,Education,statesector,1,Sikkim,NA,Secondary,NA,NA,NA,NA
1135,0,0,5,State,urban/rural,Education,statesector,1,Sikkim,NA,Higher,NA,NA,NA,NA
1136,0,0,5,State,urban/rural,Education,statesector,1,Sikkim,NA,NA,NA,NA,NA,NA
1137,0.182665825,0.005275086,5,State,urban/rural,Education,statesector,0,Tamil Nadu,NA,No education / Preschool,NA,NA,NA,NA
1138,0.086240992,0.006232342,5,State,urban/rural,Education,statesector,0,Tamil Nadu,NA,Primary,NA,NA,NA,NA
1139,0.018642107,0.000661779,5,State,urban/rural,Education,statesector,0,Tamil Nadu,NA,Secondary,NA,NA,NA,NA
1140,0.009327193,0.001092442,5,State,urban/rural,Education,statesector,0,Tamil Nadu,NA,Higher,NA,NA,NA,NA
1141,0.022140145,0.022140145,5,State,urban/rural,Education,statesector,0,Tamil Nadu,NA,NA,NA,NA,NA,NA
1142,0.089870498,0.001216107,5,State,urban/rural,Education,statesector,1,Tamil Nadu,NA,No education / Preschool,NA,NA,NA,NA
1143,0.04584885,0.003400625,5,State,urban/rural,Education,statesector,1,Tamil Nadu,NA,Primary,NA,NA,NA,NA
1144,0.008856075,0,5,State,urban/rural,Education,statesector,1,Tamil Nadu,NA,Secondary,NA,NA,NA,NA
1145,0.000525483,0,5,State,urban/rural,Education,statesector,1,Tamil Nadu,NA,Higher,NA,NA,NA,NA
1146,0,0,5,State,urban/rural,Education,statesector,1,Tamil Nadu,NA,NA,NA,NA,NA,NA
1147,0.158691898,0.014611963,5,State,urban/rural,Education,statesector,0,Telangana,NA,No education / Preschool,NA,NA,NA,NA
1148,0.103772625,0.013922483,5,State,urban/rural,Education,statesector,0,Telangana,NA,Primary,NA,NA,NA,NA
1149,0.01935738,0.000472787,5,State,urban/rural,Education,statesector,0,Telangana,NA,Secondary,NA,NA,NA,NA
1150,0.006451667,0,5,State,urban/rural,Education,statesector,0,Telangana,NA,Higher,NA,NA,NA,NA
1151,0.156792879,0,5,State,urban/rural,Education,statesector,0,Telangana,NA,NA,NA,NA,NA,NA
1152,0.075714365,0.00940368,5,State,urban/rural,Education,statesector,1,Telangana,NA,No education / Preschool,NA,NA,NA,NA
1153,0.05083653,0,5,State,urban/rural,Education,statesector,1,Telangana,NA,Primary,NA,NA,NA,NA
1154,0.008362229,0.000489577,5,State,urban/rural,Education,statesector,1,Telangana,NA,Secondary,NA,NA,NA,NA
1155,0.003594078,0,5,State,urban/rural,Education,statesector,1,Telangana,NA,Higher,NA,NA,NA,NA
1156,0.089455269,0,5,State,urban/rural,Education,statesector,1,Telangana,NA,NA,NA,NA,NA,NA
1157,0.396215677,0.074537754,5,State,urban/rural,Education,statesector,0,Tripura,NA,No education / Preschool,NA,NA,NA,NA
1158,0.280984879,0.045649182,5,State,urban/rural,Education,statesector,0,Tripura,NA,Primary,NA,NA,NA,NA
1159,0.087390535,0.004970985,5,State,urban/rural,Education,statesector,0,Tripura,NA,Secondary,NA,NA,NA,NA
1160,0.019289482,0,5,State,urban/rural,Education,statesector,0,Tripura,NA,Higher,NA,NA,NA,NA
1161,0.205361053,0.082389839,5,State,urban/rural,Education,statesector,0,Tripura,NA,NA,NA,NA,NA,NA
1162,0.222828269,0.034454215,5,State,urban/rural,Education,statesector,1,Tripura,NA,No education / Preschool,NA,NA,NA,NA
1163,0.121826917,0.014257045,5,State,urban/rural,Education,statesector,1,Tripura,NA,Primary,NA,NA,NA,NA
1164,0.021068463,0,5,State,urban/rural,Education,statesector,1,Tripura,NA,Secondary,NA,NA,NA,NA
1165,0,0,5,State,urban/rural,Education,statesector,1,Tripura,NA,Higher,NA,NA,NA,NA
1166,0.616588712,0,5,State,urban/rural,Education,statesector,1,Tripura,NA,NA,NA,NA,NA,NA
1167,0.403936654,0.123212047,5,State,urban/rural,Education,statesector,0,Uttar Pradesh,NA,No education / Preschool,NA,NA,NA,NA
1168,0.353625536,0.110174403,5,State,urban/rural,Education,statesector,0,Uttar Pradesh,NA,Primary,NA,NA,NA,NA
1169,0.14984405,0.019279197,5,State,urban/rural,Education,statesector,0,Uttar Pradesh,NA,Secondary,NA,NA,NA,NA
1170,0.071882866,0.005925455,5,State,urban/rural,Education,statesector,0,Uttar Pradesh,NA,Higher,NA,NA,NA,NA
1171,0.258731067,0.07644514,5,State,urban/rural,Education,statesector,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA
1172,0.254651785,0.070998877,5,State,urban/rural,Education,statesector,1,Uttar Pradesh,NA,No education / Preschool,NA,NA,NA,NA
1173,0.183287501,0.032943912,5,State,urban/rural,Education,statesector,1,Uttar Pradesh,NA,Primary,NA,NA,NA,NA
1174,0.034336112,0.003962778,5,State,urban/rural,Education,statesector,1,Uttar Pradesh,NA,Secondary,NA,NA,NA,NA
1175,0.004825956,0.000153127,5,State,urban/rural,Education,statesector,1,Uttar Pradesh,NA,Higher,NA,NA,NA,NA
1176,0.128072739,0,5,State,urban/rural,Education,statesector,1,Uttar Pradesh,NA,NA,NA,NA,NA,NA
1177,0.229546413,0.024503503,5,State,urban/rural,Education,statesector,0,Uttarakhand,NA,No education / Preschool,NA,NA,NA,NA
1178,0.185115859,0.031390436,5,State,urban/rural,Education,statesector,0,Uttarakhand,NA,Primary,NA,NA,NA,NA
1179,0.053076003,0.003997111,5,State,urban/rural,Education,statesector,0,Uttarakhand,NA,Secondary,NA,NA,NA,NA
1180,0.010722804,0.000436253,5,State,urban/rural,Education,statesector,0,Uttarakhand,NA,Higher,NA,NA,NA,NA
1181,0.22719647,0,5,State,urban/rural,Education,statesector,0,Uttarakhand,NA,NA,NA,NA,NA,NA
1182,0.192197159,0.046116587,5,State,urban/rural,Education,statesector,1,Uttarakhand,NA,No education / Preschool,NA,NA,NA,NA
1183,0.070110343,0.013029166,5,State,urban/rural,Education,statesector,1,Uttarakhand,NA,Primary,NA,NA,NA,NA
1184,0.024171695,0,5,State,urban/rural,Education,statesector,1,Uttarakhand,NA,Secondary,NA,NA,NA,NA
1185,0.004065464,0,5,State,urban/rural,Education,statesector,1,Uttarakhand,NA,Higher,NA,NA,NA,NA
1186,0,0,5,State,urban/rural,Education,statesector,1,Uttarakhand,NA,NA,NA,NA,NA,NA
1187,0.371300012,0.069834471,5,State,urban/rural,Education,statesector,0,West Bengal,NA,No education / Preschool,NA,NA,NA,NA
1188,0.242504418,0.041151986,5,State,urban/rural,Education,statesector,0,West Bengal,NA,Primary,NA,NA,NA,NA
1189,0.08160226,0.002824378,5,State,urban/rural,Education,statesector,0,West Bengal,NA,Secondary,NA,NA,NA,NA
1190,0.035267726,0.002432808,5,State,urban/rural,Education,statesector,0,West Bengal,NA,Higher,NA,NA,NA,NA
1191,0.364452273,0.228899643,5,State,urban/rural,Education,statesector,0,West Bengal,NA,NA,NA,NA,NA,NA
1192,0.176441491,0.033194792,5,State,urban/rural,Education,statesector,1,West Bengal,NA,No education / Preschool,NA,NA,NA,NA
1193,0.100572392,0.015124162,5,State,urban/rural,Education,statesector,1,West Bengal,NA,Primary,NA,NA,NA,NA
1194,0.014654521,0.001316184,5,State,urban/rural,Education,statesector,1,West Bengal,NA,Secondary,NA,NA,NA,NA
1195,0.001180039,0,5,State,urban/rural,Education,statesector,1,West Bengal,NA,Higher,NA,NA,NA,NA
1196,0,0,5,State,urban/rural,Education,statesector,1,West Bengal,NA,NA,NA,NA,NA,NA
1197,0.14989005,0.033388674,5,National,All,Gender,allindia,99,India,NA,NA,1,NA,NA,NA
1198,0.213454515,0.045587435,5,National,All,Gender,allindia,99,India,NA,NA,2,NA,NA,NA
1199,0.178123504,0.045660585,5,National,All,Gender,allindia,99,India,NA,NA,NA,NA,NA,NA
1200,0.199993908,0.045521751,5,National,urban/rural,Gender,indiasector,0,India,NA,NA,1,NA,NA,NA
1201,0.279596895,0.061797641,5,National,urban/rural,Gender,indiasector,0,India,NA,NA,2,NA,NA,NA
1202,0.232503831,0.060108516,5,National,urban/rural,Gender,indiasector,0,India,NA,NA,NA,NA,NA,NA
1203,0.04541615,0.008089421,5,National,urban/rural,Gender,indiasector,1,India,NA,NA,1,NA,NA,NA
1204,0.070011102,0.010432265,5,National,urban/rural,Gender,indiasector,1,India,NA,NA,2,NA,NA,NA
1205,0.039594624,0.008855812,5,National,urban/rural,Gender,indiasector,1,India,NA,NA,NA,NA,NA,NA
1206,0.040826019,0.005793675,5,State,All,Gender,state,99,Andaman & Nicobar Islands,NA,NA,1,NA,NA,NA
1207,0.042332537,0,5,State,All,Gender,state,99,Andaman & Nicobar Islands,NA,NA,2,NA,NA,NA
1208,0,0,5,State,All,Gender,state,99,Andaman & Nicobar Islands,NA,NA,NA,NA,NA,NA
1209,0.068775035,0.00820931,5,State,All,Gender,state,99,Andhra Pradesh,NA,NA,1,NA,NA,NA
1210,0.132593498,0.009909122,5,State,All,Gender,state,99,Andhra Pradesh,NA,NA,2,NA,NA,NA
1211,0,0,5,State,All,Gender,state,99,Andhra Pradesh,NA,NA,NA,NA,NA,NA
1212,0.137769908,0.023366414,5,State,All,Gender,state,99,Arunachal Pradesh,NA,NA,1,NA,NA,NA
1213,0.161526173,0.019161824,5,State,All,Gender,state,99,Arunachal Pradesh,NA,NA,2,NA,NA,NA
1214,0.283799738,0,5,State,All,Gender,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
1215,0.203453735,0.04747355,5,State,All,Gender,state,99,Assam,NA,NA,1,NA,NA,NA
1216,0.261880219,0.058943991,5,State,All,Gender,state,99,Assam,NA,NA,2,NA,NA,NA
1217,0,0,5,State,All,Gender,state,99,Assam,NA,NA,NA,NA,NA,NA
1218,0.32064569,0.104362629,5,State,All,Gender,state,99,Bihar,NA,NA,1,NA,NA,NA
1219,0.445149511,0.166158393,5,State,All,Gender,state,99,Bihar,NA,NA,2,NA,NA,NA
1220,0.473465264,0.166925147,5,State,All,Gender,state,99,Bihar,NA,NA,NA,NA,NA,NA
1221,0.03618712,0.008261465,5,State,All,Gender,state,99,Chandigarh,NA,NA,1,NA,NA,NA
1222,0.024098985,0,5,State,All,Gender,state,99,Chandigarh,NA,NA,2,NA,NA,NA
1223,0.187793612,0.035628323,5,State,All,Gender,state,99,Chhattisgarh,NA,NA,1,NA,NA,NA
1224,0.267630368,0.033175413,5,State,All,Gender,state,99,Chhattisgarh,NA,NA,2,NA,NA,NA
1225,0.21324335,0,5,State,All,Gender,state,99,Chhattisgarh,NA,NA,NA,NA,NA,NA
1226,0.114455216,0.01831905,5,State,All,Gender,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,1,NA,NA,NA
1227,0.159563929,0.021951668,5,State,All,Gender,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,2,NA,NA,NA
1228,0,0,5,State,All,Gender,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,NA
1229,0.029939776,0.003678014,5,State,All,Gender,state,99,Delhi,NA,NA,1,NA,NA,NA
1230,0.028111996,0.005984073,5,State,All,Gender,state,99,Delhi,NA,NA,2,NA,NA,NA
1231,0,0,5,State,All,Gender,state,99,Delhi,NA,NA,NA,NA,NA,NA
1232,0.014217662,0.000984159,5,State,All,Gender,state,99,Goa,NA,NA,1,NA,NA,NA
1233,0.019767655,0,5,State,All,Gender,state,99,Goa,NA,NA,2,NA,NA,NA
1234,0,0,5,State,All,Gender,state,99,Goa,NA,NA,NA,NA,NA,NA
1235,0.129736945,0.024632551,5,State,All,Gender,state,99,Gujarat,NA,NA,1,NA,NA,NA
1236,0.190693527,0.025810992,5,State,All,Gender,state,99,Gujarat,NA,NA,2,NA,NA,NA
1237,0.191144466,0,5,State,All,Gender,state,99,Gujarat,NA,NA,NA,NA,NA,NA
1238,0.06766104,0.013830539,5,State,All,Gender,state,99,Haryana,NA,NA,1,NA,NA,NA
1239,0.076543972,0.013883155,5,State,All,Gender,state,99,Haryana,NA,NA,2,NA,NA,NA
1240,0.256627828,0,5,State,All,Gender,state,99,Haryana,NA,NA,NA,NA,NA,NA
1241,0.051281102,0.00547653,5,State,All,Gender,state,99,Himachal Pradesh,NA,NA,1,NA,NA,NA
1242,0.062144805,0.00407853,5,State,All,Gender,state,99,Himachal Pradesh,NA,NA,2,NA,NA,NA
1243,0.108476721,0,5,State,All,Gender,state,99,Himachal Pradesh,NA,NA,NA,NA,NA,NA
1244,0.060332458,0.009259541,5,State,All,Gender,state,99,Jammu & Kashmir,NA,NA,1,NA,NA,NA
1245,0.067110822,0.008598015,5,State,All,Gender,state,99,Jammu & Kashmir,NA,NA,2,NA,NA,NA
1246,0,0,5,State,All,Gender,state,99,Jammu & Kashmir,NA,NA,NA,NA,NA,NA
1247,0.282515824,0.074054815,5,State,All,Gender,state,99,Jharkhand,NA,NA,1,NA,NA,NA
1248,0.403316289,0.126062855,5,State,All,Gender,state,99,Jharkhand,NA,NA,2,NA,NA,NA
1249,0.098010384,0.098010384,5,State,All,Gender,state,99,Jharkhand,NA,NA,NA,NA,NA,NA
1250,0.074731931,0.011405531,5,State,All,Gender,state,99,Karnataka,NA,NA,1,NA,NA,NA
1251,0.113847554,0.007694548,5,State,All,Gender,state,99,Karnataka,NA,NA,2,NA,NA,NA
1252,0.116344236,0,5,State,All,Gender,state,99,Karnataka,NA,NA,NA,NA,NA,NA
1253,0.00767738,0.000425005,5,State,All,Gender,state,99,Kerala,NA,NA,1,NA,NA,NA
1254,0.022663385,0.000306825,5,State,All,Gender,state,99,Kerala,NA,NA,2,NA,NA,NA
1255,0,0,5,State,All,Gender,state,99,Kerala,NA,NA,NA,NA,NA,NA
1256,0.066500977,0.00809945,5,State,All,Gender,state,99,Ladakh,NA,NA,1,NA,NA,NA
1257,0.058128819,0,5,State,All,Gender,state,99,Ladakh,NA,NA,2,NA,NA,NA
1258,0,0,5,State,All,Gender,state,99,Ladakh,NA,NA,NA,NA,NA,NA
1259,0.008312616,0,5,State,All,Gender,state,99,Lakshadweep,NA,NA,1,NA,NA,NA
1260,0.005125743,0,5,State,All,Gender,state,99,Lakshadweep,NA,NA,2,NA,NA,NA
1261,0,0,5,State,All,Gender,state,99,Lakshadweep,NA,NA,NA,NA,NA,NA
1262,0.244931281,0.047439989,5,State,All,Gender,state,99,Madhya Pradesh,NA,NA,1,NA,NA,NA
1263,0.308954716,0.052680656,5,State,All,Gender,state,99,Madhya Pradesh,NA,NA,2,NA,NA,NA
1264,0.249505579,0.131686345,5,State,All,Gender,state,99,Madhya Pradesh,NA,NA,NA,NA,NA,NA
1265,0.0854607,0.012541811,5,State,All,Gender,state,99,Maharashtra,NA,NA,1,NA,NA,NA
1266,0.153065652,0.01204704,5,State,All,Gender,state,99,Maharashtra,NA,NA,2,NA,NA,NA
1267,0.120862365,0,5,State,All,Gender,state,99,Maharashtra,NA,NA,NA,NA,NA,NA
1268,0.095961787,0.011917198,5,State,All,Gender,state,99,Manipur,NA,NA,1,NA,NA,NA
1269,0.140663773,0.016562119,5,State,All,Gender,state,99,Manipur,NA,NA,2,NA,NA,NA
1270,0,0,5,State,All,Gender,state,99,Manipur,NA,NA,NA,NA,NA,NA
1271,0.199427411,0.060281657,5,State,All,Gender,state,99,Meghalaya,NA,NA,1,NA,NA,NA
1272,0.31995216,0.124112956,5,State,All,Gender,state,99,Meghalaya,NA,NA,2,NA,NA,NA
1273,0.717596591,0.033258479,5,State,All,Gender,state,99,Meghalaya,NA,NA,NA,NA,NA,NA
1274,0.062238373,0.016500359,5,State,All,Gender,state,99,Mizoram,NA,NA,1,NA,NA,NA
1275,0.040636398,0.007207756,5,State,All,Gender,state,99,Mizoram,NA,NA,2,NA,NA,NA
1276,0,0,5,State,All,Gender,state,99,Mizoram,NA,NA,NA,NA,NA,NA
1277,0.171443924,0.022852074,5,State,All,Gender,state,99,Nagaland,NA,NA,1,NA,NA,NA
1278,0.190094084,0.006507985,5,State,All,Gender,state,99,Nagaland,NA,NA,2,NA,NA,NA
1279,0.26341179,0.26341179,5,State,All,Gender,state,99,Nagaland,NA,NA,NA,NA,NA,NA
1280,0.209922507,0.045965806,5,State,All,Gender,state,99,Odisha,NA,NA,1,NA,NA,NA
1281,0.278367966,0.049467754,5,State,All,Gender,state,99,Odisha,NA,NA,2,NA,NA,NA
1282,0.309589207,0.103585057,5,State,All,Gender,state,99,Odisha,NA,NA,NA,NA,NA,NA
1283,0.010194289,0.000274032,5,State,All,Gender,state,99,Puducherry,NA,NA,1,NA,NA,NA
1284,0.056994978,0.004464648,5,State,All,Gender,state,99,Puducherry,NA,NA,2,NA,NA,NA
1285,0,0,5,State,All,Gender,state,99,Puducherry,NA,NA,NA,NA,NA,NA
1286,0.045592733,0.006014597,5,State,All,Gender,state,99,Punjab,NA,NA,1,NA,NA,NA
1287,0.049408302,0.005647007,5,State,All,Gender,state,99,Punjab,NA,NA,2,NA,NA,NA
1288,0,0,5,State,All,Gender,state,99,Punjab,NA,NA,NA,NA,NA,NA
1289,0.16272974,0.032891739,5,State,All,Gender,state,99,Rajasthan,NA,NA,1,NA,NA,NA
1290,0.195651978,0.034803398,5,State,All,Gender,state,99,Rajasthan,NA,NA,2,NA,NA,NA
1291,0.079320818,0.079320818,5,State,All,Gender,state,99,Rajasthan,NA,NA,NA,NA,NA,NA
1292,0.037301142,0.00494017,5,State,All,Gender,state,99,Sikkim,NA,NA,1,NA,NA,NA
1293,0.02875088,0,5,State,All,Gender,state,99,Sikkim,NA,NA,2,NA,NA,NA
1294,0,0,5,State,All,Gender,state,99,Sikkim,NA,NA,NA,NA,NA,NA
1295,0.039063051,0.002094392,5,State,All,Gender,state,99,Tamil Nadu,NA,NA,1,NA,NA,NA
1296,0.103480019,0.002486379,5,State,All,Gender,state,99,Tamil Nadu,NA,NA,2,NA,NA,NA
1297,0,0,5,State,All,Gender,state,99,Tamil Nadu,NA,NA,NA,NA,NA,NA
1298,0.06608247,0.007060067,5,State,All,Gender,state,99,Telangana,NA,NA,1,NA,NA,NA
1299,0.13270238,0.008766186,5,State,All,Gender,state,99,Telangana,NA,NA,2,NA,NA,NA
1300,0.080479398,0,5,State,All,Gender,state,99,Telangana,NA,NA,NA,NA,NA,NA
1301,0.155682743,0.023447789,5,State,All,Gender,state,99,Tripura,NA,NA,1,NA,NA,NA
1302,0.238121286,0.034922425,5,State,All,Gender,state,99,Tripura,NA,NA,2,NA,NA,NA
1303,0.599083185,0.179892838,5,State,All,Gender,state,99,Tripura,NA,NA,NA,NA,NA,NA
1304,0.217641667,0.056755055,5,State,All,Gender,state,99,Uttar Pradesh,NA,NA,1,NA,NA,NA
1305,0.284458995,0.071509279,5,State,All,Gender,state,99,Uttar Pradesh,NA,NA,2,NA,NA,NA
1306,0.257788986,0.060102813,5,State,All,Gender,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA
1307,0.094641715,0.013130207,5,State,All,Gender,state,99,Uttarakhand,NA,NA,1,NA,NA,NA
1308,0.118375264,0.011754916,5,State,All,Gender,state,99,Uttarakhand,NA,NA,2,NA,NA,NA
1309,0.322800457,0,5,State,All,Gender,state,99,Uttarakhand,NA,NA,NA,NA,NA,NA
1310,0.148641691,0.024853546,5,State,All,Gender,state,99,West Bengal,NA,NA,1,NA,NA,NA
1311,0.239252552,0.033910543,5,State,All,Gender,state,99,West Bengal,NA,NA,2,NA,NA,NA
1312,0.126614496,0,5,State,All,Gender,state,99,West Bengal,NA,NA,NA,NA,NA,NA
1313,0.055628393,0.008885568,5,State,urban/rural,Gender,statesector,0,Andaman & Nicobar Islands,NA,NA,1,NA,NA,NA
1314,0.062043507,0,5,State,urban/rural,Gender,statesector,0,Andaman & Nicobar Islands,NA,NA,2,NA,NA,NA
1315,0,0,5,State,urban/rural,Gender,statesector,0,Andaman & Nicobar Islands,NA,NA,NA,NA,NA,NA
1316,0.013088916,0,5,State,urban/rural,Gender,statesector,1,Andaman & Nicobar Islands,NA,NA,1,NA,NA,NA
1317,0.009751557,0,5,State,urban/rural,Gender,statesector,1,Andaman & Nicobar Islands,NA,NA,2,NA,NA,NA
1318,0.089067876,0.011064539,5,State,urban/rural,Gender,statesector,0,Andhra Pradesh,NA,NA,1,NA,NA,NA
